cgpa,tenth_percent,twelfth_percent,backlogs,internships,projects,certifications,communication_skill,coding_skill,aptitude_score,technical_skill_score,extracurricular,ats_score,academic_score,experience_score,skill_score,placed
6.5,77.7,63.9,1,1,2,1,6,6,68.6,61.8,0,45.5,0.679,0.3267,0.6257,1
6.8,60.8,77.7,0,0,1,0,9,1,49.7,36.3,2,42.5,0.6863,0.06,0.459,0
6.74,60.3,60.6,0,0,2,0,5,3,57.8,51.4,0,56.9,0.639,0.12,0.4435,0
6.61,80.6,69.0,1,1,1,4,5,5,88.4,43.0,4,31.8,0.7047,0.3867,0.6151,1
7.21,64.4,73.2,0,1,3,0,6,8,51.3,70.7,2,76.1,0.7046,0.3467,0.6539,1
6.61,45.0,73.1,2,3,3,1,7,3,34.5,39.4,3,37.2,0.6258,0.72,0.4334,1
5.59,79.8,71.3,3,0,3,2,7,2,37.3,91.1,0,39.1,0.6573,0.26,0.4018,0
8.06,59.6,59.5,0,0,2,0,6,5,61.1,74.7,1,69.2,0.7006,0.12,0.5633,1
8.03,77.6,60.8,0,0,2,0,5,5,60.1,34.2,3,58.8,0.7475,0.12,0.5304,1
8.13,88.7,53.3,0,1,1,0,7,3,59.4,82.9,4,58.5,0.7613,0.2267,0.5082,1
5.51,72.2,47.7,0,0,3,5,5,2,34.9,67.4,2,30.5,0.575,0.38,0.3346,1
7.53,83.9,66.5,0,0,1,2,3,3,94.5,52.4,3,72.5,0.7526,0.14,0.4934,0
7.94,73.8,78.6,0,0,1,2,2,6,84.4,66.5,0,36.4,0.7783,0.14,0.5531,0
6.07,91.0,50.1,0,0,5,3,4,4,60.3,70.7,0,23.9,0.656,0.42,0.461,1
7.21,59.3,71.5,2,2,4,2,5,7,30.6,42.1,1,61.7,0.6875,0.6533,0.5219,1
7.07,71.9,78.2,0,0,2,1,9,4,86.5,69.2,1,51.1,0.7289,0.16,0.6896,1
9.23,80.1,44.1,2,1,2,1,5,6,78.5,47.6,3,50.7,0.7718,0.3267,0.6254,1
9.32,69.7,64.5,0,1,1,1,5,5,59.9,68.8,0,67.0,0.8013,0.2667,0.5296,1
5.37,85.8,89.4,0,0,2,1,4,4,79.6,52.7,1,49.2,0.7065,0.16,0.5187,1
9.94,66.8,75.2,0,1,0,3,6,6,49.1,37.9,1,23.5,0.8521,0.2867,0.5673,1
6.19,96.8,43.7,0,2,1,0,6,2,40.7,65.7,2,48.9,0.661,0.3933,0.3821,1
8.28,97.5,76.6,0,1,2,0,4,3,60.8,48.6,0,60.2,0.849,0.2867,0.4225,1
8.27,75.4,58.3,2,1,3,1,3,4,30.1,57.6,2,58.2,0.7475,0.3867,0.3402,0
6.1,78.6,77.0,2,2,4,0,4,5,38.0,62.0,3,51.8,0.6943,0.5733,0.4341,1
7.74,86.3,59.0,0,2,5,5,3,6,67.8,80.0,1,98.0,0.7505,0.8333,0.5334,1
7.08,57.8,67.3,0,2,3,1,5,3,62.3,47.6,0,84.9,0.6667,0.5533,0.457,1
7.81,56.3,61.0,0,0,1,0,5,3,33.1,40.6,0,33.4,0.6837,0.06,0.3694,0
7.45,87.1,68.0,1,1,0,2,4,5,50.6,83.0,0,30.4,0.7605,0.2467,0.4719,0
8.52,75.3,60.6,0,1,2,3,8,1,33.9,55.1,0,78.9,0.7656,0.4067,0.3817,1
7.28,69.3,65.1,0,0,1,1,7,7,49.2,45.7,1,74.2,0.7001,0.1,0.6376,1
7.02,72.1,52.7,2,0,2,1,5,4,47.2,61.2,1,81.6,0.6629,0.16,0.4517,0
8.41,45.0,74.4,2,2,2,2,3,2,75.9,49.2,0,47.0,0.7187,0.5333,0.3976,0
7.84,69.7,70.3,1,0,3,1,5,2,55.2,50.4,2,52.1,0.7419,0.22,0.3955,0
8.0,63.0,47.0,0,2,2,2,5,5,53.6,98.8,1,23.0,0.6751,0.5333,0.5109,1
6.47,83.0,80.9,0,3,2,2,5,5,50.9,38.2,1,57.6,0.7333,0.7,0.5028,1
6.05,83.9,65.7,0,0,3,3,4,3,27.0,30.6,2,43.5,0.6766,0.3,0.3211,0
6.58,78.9,70.1,1,0,2,3,3,4,56.2,75.8,3,40.9,0.7013,0.24,0.4187,0
6.52,76.7,77.9,1,3,1,4,5,2,66.7,48.6,2,71.6,0.7126,0.72,0.4301,1
8.06,54.0,72.3,0,0,2,0,4,4,62.2,60.4,0,52.2,0.719,0.12,0.4665,0
8.27,79.1,83.1,2,1,2,3,5,7,70.5,65.8,1,69.8,0.8193,0.4067,0.6414,1
7.03,79.6,64.2,0,0,1,2,5,9,71.3,25.3,1,53.1,0.7108,0.14,0.724,1
8.77,86.9,81.4,1,0,2,1,5,4,97.6,74.4,0,64.9,0.8597,0.16,0.6027,1
8.71,97.4,69.6,0,0,4,4,5,5,37.7,45.5,3,31.4,0.8528,0.4,0.463,1
7.47,51.7,74.6,0,0,1,3,4,5,62.2,87.3,0,37.2,0.6891,0.18,0.5067,1
6.3,67.3,73.2,0,2,2,3,6,1,64.2,41.5,2,63.2,0.6663,0.5733,0.4127,1
8.93,63.1,84.1,1,0,1,0,4,2,52.2,81.6,4,85.5,0.8147,0.06,0.3567,0
7.13,74.1,77.4,0,0,2,0,3,1,46.6,84.7,0,63.4,0.7353,0.12,0.2698,0
7.34,72.2,62.2,0,1,5,4,3,5,67.0,46.7,1,55.3,0.7029,0.6267,0.4909,1
6.83,69.2,59.7,1,3,1,5,4,8,65.3,51.8,0,82.0,0.6635,0.76,0.6358,1
6.22,84.3,67.4,1,0,3,1,3,7,39.0,49.7,2,51.1,0.6903,0.22,0.4871,0
5.58,58.8,58.1,1,1,3,1,2,5,25.6,80.8,2,40.7,0.5715,0.3867,0.3369,0
7.9,59.5,54.3,1,0,1,2,6,4,49.2,58.1,3,55.1,0.6794,0.14,0.4875,0
6.34,59.7,40.3,1,2,3,0,7,4,45.9,64.1,0,61.7,0.567,0.5133,0.5076,0
10.0,67.7,47.9,1,1,5,2,6,7,68.8,52.6,2,32.2,0.7888,0.5467,0.6665,1
6.01,57.3,93.8,0,2,4,4,4,5,41.4,63.0,1,57.3,0.6779,0.7333,0.4441,1
5.82,71.4,59.5,0,1,2,1,2,5,54.8,64.1,1,24.0,0.6181,0.3267,0.4244,0
7.76,70.0,92.7,0,2,1,2,5,2,27.3,44.9,3,49.6,0.795,0.4733,0.3118,1
8.88,62.6,73.2,0,0,1,2,2,6,30.1,85.1,3,52.2,0.7836,0.14,0.3902,1
7.27,82.5,67.4,0,1,1,1,5,4,44.1,51.5,2,54.4,0.7381,0.2667,0.4424,1
7.83,71.3,48.5,0,1,2,1,4,5,53.5,72.5,0,19.8,0.6909,0.3267,0.4805,1
5.17,84.8,68.1,0,0,2,2,1,6,43.2,33.5,0,56.8,0.6406,0.2,0.3997,0
6.45,69.7,92.6,1,2,2,3,8,1,60.6,66.6,0,70.7,0.7284,0.5733,0.4617,1
6.02,71.7,88.2,1,1,3,2,3,4,27.4,73.1,0,80.3,0.7008,0.4267,0.3321,0
5.12,65.2,71.6,1,2,1,4,4,4,54.1,59.5,2,81.2,0.5978,0.5533,0.4424,0
7.33,71.9,53.1,3,0,4,0,5,3,54.3,73.3,1,55.5,0.6789,0.24,0.433,0
4.73,80.5,55.6,0,2,0,4,4,2,31.9,43.0,0,98.0,0.5769,0.4933,0.2958,0
5.75,67.1,56.9,0,0,1,2,6,3,62.1,63.0,0,41.3,0.5972,0.14,0.4863,0
6.61,78.2,84.6,0,3,3,1,4,2,20.0,29.1,0,41.9,0.7375,0.72,0.26,1
6.29,62.2,89.2,0,0,1,0,6,6,45.7,57.5,1,55.3,0.6929,0.06,0.557,0
7.64,81.1,70.5,0,1,1,1,6,5,72.2,41.5,0,69.9,0.7609,0.2667,0.5965,1
7.54,65.0,64.1,2,0,5,1,3,5,20.0,53.8,1,66.6,0.6996,0.34,0.35,0
8.18,82.2,88.1,0,1,4,4,5,1,70.1,78.4,0,15.0,0.835,0.5667,0.4002,1
8.03,72.7,55.3,0,0,3,3,3,8,37.0,84.5,0,37.6,0.7214,0.3,0.521,1
8.45,90.3,68.7,0,2,1,0,3,4,47.4,33.2,1,68.8,0.8201,0.3933,0.3921,1
7.2,58.2,74.0,0,2,1,1,6,8,83.3,76.2,1,39.0,0.6903,0.4333,0.75,1
7.53,54.3,56.8,1,0,1,1,4,6,46.7,78.8,1,52.7,0.6544,0.1,0.5001,0
7.76,64.6,59.7,1,2,1,3,6,4,87.0,60.5,4,61.5,0.699,0.5133,0.6011,0
7.36,55.4,58.7,1,1,5,3,6,9,52.5,78.1,0,63.7,0.6531,0.5867,0.6975,1
6.76,55.4,86.4,1,0,1,1,2,6,56.5,47.9,3,70.5,0.6927,0.1,0.4694,0
6.83,79.5,92.9,0,0,3,0,6,4,73.2,46.3,3,77.9,0.7726,0.18,0.5595,1
6.3,71.9,69.5,0,0,0,0,6,4,67.8,46.3,4,66.4,0.6686,0.0,0.5434,0
7.66,66.2,64.5,1,0,2,2,4,7,60.8,67.1,3,32.9,0.7101,0.2,0.5823,0
7.1,67.4,60.2,0,1,0,0,5,3,49.7,53.3,2,65.6,0.6737,0.1667,0.419,0
6.47,64.8,68.0,0,1,0,1,6,4,30.1,42.8,0,74.5,0.6557,0.2067,0.4303,1
6.47,91.8,60.8,0,0,1,3,4,3,31.0,43.6,0,63.2,0.7052,0.18,0.3329,0
5.87,63.2,66.7,1,3,4,1,9,3,81.6,55.0,1,78.2,0.6182,0.78,0.6349,1
8.28,56.1,73.4,0,0,2,5,8,3,88.6,40.6,1,59.3,0.7376,0.32,0.6258,1
7.29,81.6,62.7,4,2,2,3,5,8,60.3,66.4,2,52.7,0.725,0.5733,0.651,0
6.25,69.4,65.5,0,2,1,1,5,7,26.1,75.3,0,39.8,0.6499,0.4333,0.5082,1
8.09,96.5,65.6,0,1,3,0,5,5,44.1,71.6,0,91.6,0.8096,0.3467,0.4823,1
6.58,65.7,63.9,0,1,2,2,4,3,43.2,100.0,2,36.2,0.6531,0.3667,0.3696,1
5.65,82.2,62.3,0,0,2,2,5,3,48.0,62.0,1,54.9,0.6437,0.2,0.414,0
8.32,85.0,77.9,0,2,2,1,6,4,42.1,83.8,1,48.6,0.8234,0.4933,0.4662,1
6.61,65.7,45.0,1,1,3,4,3,8,67.4,58.1,0,31.0,0.6073,0.5067,0.6121,1
6.75,63.1,88.5,0,2,4,3,6,5,62.5,50.3,3,71.0,0.7164,0.6933,0.5674,1
7.25,80.9,69.8,0,0,5,2,7,6,86.4,57.0,2,64.0,0.7389,0.38,0.7093,1
8.46,78.9,75.9,0,1,2,0,6,5,51.0,57.8,0,59.4,0.8099,0.2867,0.533,1
7.22,55.1,77.4,0,0,0,1,5,3,61.6,52.9,2,43.7,0.6923,0.04,0.4548,0
5.88,58.5,58.8,3,1,1,1,6,5,71.3,36.6,0,65.1,0.5872,0.2667,0.594,0
7.8,45.0,56.1,0,1,1,1,7,2,76.4,38.3,1,50.3,0.6427,0.2667,0.5192,1
6.67,79.1,54.6,1,0,1,3,5,7,35.8,74.3,1,63.7,0.6676,0.18,0.5373,0
9.28,68.9,64.8,0,0,2,1,5,3,65.3,69.2,1,80.9,0.798,0.16,0.4659,1
7.2,70.1,77.1,0,0,2,1,9,3,60.6,85.2,1,15.0,0.7278,0.16,0.5719,0
4.74,51.7,60.4,2,0,2,3,6,6,63.5,48.3,1,73.0,0.5174,0.24,0.6104,0
7.59,58.8,75.9,0,0,2,2,3,3,59.1,46.7,2,97.7,0.7165,0.2,0.3872,0
9.34,66.3,40.0,2,0,5,0,7,4,88.8,35.5,1,86.0,0.7326,0.3,0.6365,1
8.93,63.9,63.0,0,0,0,2,6,1,42.0,73.0,1,68.9,0.764,0.08,0.3459,0
9.21,73.4,83.2,0,1,0,2,4,4,40.9,39.8,1,77.0,0.8522,0.2467,0.4027,1
6.08,79.0,65.8,2,1,2,1,3,6,43.2,54.5,4,39.7,0.6659,0.3267,0.4597,0
8.2,99.2,57.2,0,0,2,1,5,3,52.8,60.3,2,59.3,0.8013,0.16,0.4283,1
6.41,71.8,59.5,4,0,2,2,5,6,63.3,28.4,3,52.3,0.6483,0.2,0.5798,0
7.45,85.4,40.0,3,1,3,2,3,4,49.8,68.2,1,46.6,0.6858,0.4267,0.3994,0
5.8,62.0,54.8,0,0,1,0,5,7,76.1,72.2,0,72.8,0.5822,0.06,0.6583,1
6.49,51.9,81.7,0,0,2,1,5,3,57.9,59.7,0,51.4,0.6587,0.16,0.4438,0
6.46,67.8,60.4,2,1,4,2,5,4,56.3,53.5,2,21.6,0.6433,0.4867,0.4788,0
8.19,52.8,62.0,0,3,2,1,6,2,34.1,54.5,2,62.9,0.6964,0.66,0.3622,1
8.08,72.2,40.0,1,0,2,4,2,4,90.8,78.8,2,54.5,0.6845,0.28,0.4923,0
7.5,62.6,46.8,0,3,0,0,3,4,57.1,55.9,2,67.5,0.6488,0.5,0.4214,0
5.71,48.5,83.5,0,0,1,2,4,6,87.5,54.7,0,47.6,0.6158,0.14,0.6224,1
6.86,92.8,76.0,0,0,0,5,7,3,46.8,43.3,1,24.0,0.765,0.2,0.4704,1
6.38,65.5,51.1,1,0,2,1,9,4,73.0,20.0,1,37.5,0.6107,0.16,0.6489,0
8.16,52.3,59.8,1,1,2,2,5,3,47.9,73.6,1,38.5,0.6882,0.3667,0.4136,0
8.5,82.8,67.6,1,1,4,0,5,5,90.7,55.0,2,36.5,0.8008,0.4067,0.6222,0
8.36,63.3,52.5,0,1,2,2,1,8,78.2,40.1,1,44.9,0.7074,0.3667,0.5845,1
6.37,85.1,41.9,0,3,0,5,7,1,73.3,90.9,1,68.1,0.636,0.7,0.4699,1
4.19,63.2,65.9,0,1,3,5,6,4,45.0,62.5,0,30.1,0.5321,0.5467,0.4749,1
5.26,65.5,75.4,0,0,1,1,6,7,92.3,51.5,1,70.9,0.6152,0.1,0.737,1
8.76,76.1,75.7,0,1,3,3,3,3,94.7,72.3,0,32.1,0.8178,0.4667,0.4941,1
6.76,79.1,79.4,1,0,1,3,9,6,51.2,61.3,1,48.1,0.7342,0.18,0.6635,1
6.37,81.2,47.8,0,1,3,1,8,7,60.9,60.9,0,54.4,0.6413,0.3867,0.7027,1
9.01,70.9,68.8,0,2,4,3,6,4,74.7,44.7,0,49.6,0.7995,0.6933,0.564,1
8.59,78.3,64.5,1,1,0,0,7,3,22.5,66.8,3,66.2,0.7867,0.1667,0.3975,1
7.23,80.9,66.9,0,0,2,5,5,6,78.6,71.0,0,53.0,0.7309,0.32,0.6259,1
6.88,74.4,65.2,4,1,2,3,6,5,76.4,44.7,1,52.2,0.693,0.4067,0.6093,0
7.05,70.3,59.4,0,0,1,2,3,4,47.9,22.8,1,15.0,0.677,0.14,0.3936,0
7.45,54.7,40.0,0,0,1,1,1,6,20.0,71.2,1,62.2,0.6091,0.1,0.33,0
8.96,79.2,83.1,2,1,2,4,3,6,64.0,65.7,2,88.8,0.8537,0.4467,0.522,1
7.66,72.5,72.3,1,0,1,0,4,4,37.6,69.3,1,46.1,0.7452,0.06,0.3928,0
8.0,67.0,48.7,2,0,0,1,4,5,29.4,55.8,2,66.9,0.6893,0.04,0.4082,0
8.49,87.3,74.2,0,1,3,1,6,6,64.7,71.4,0,40.2,0.828,0.3867,0.614,1
5.91,54.9,62.2,0,0,2,1,5,4,81.7,43.9,0,72.7,0.5883,0.16,0.5552,0
8.03,91.7,62.6,1,0,1,0,5,7,54.1,51.8,1,64.3,0.7872,0.06,0.5922,0
6.88,71.7,58.0,0,3,4,1,3,2,79.3,37.2,1,48.4,0.6682,0.78,0.408,1
4.43,75.8,75.0,1,0,3,5,3,4,70.0,74.7,0,47.2,0.5986,0.38,0.4599,0
4.86,67.3,57.6,0,0,4,3,5,6,33.3,54.2,1,66.6,0.5551,0.36,0.4898,0
6.08,52.0,53.7,0,2,2,3,4,2,48.0,58.9,1,55.7,0.5683,0.5733,0.3441,1
7.78,70.3,82.7,0,0,1,2,5,6,77.4,62.4,3,32.8,0.7718,0.14,0.6223,1
7.33,76.0,65.7,1,2,1,2,6,5,47.9,50.9,0,27.5,0.7205,0.4733,0.5236,1
7.4,80.1,66.1,0,1,4,2,8,7,72.7,69.0,0,65.6,0.7356,0.4867,0.7382,1
9.35,69.6,77.0,4,1,3,2,5,6,50.6,83.2,0,41.3,0.8339,0.4267,0.5419,1
5.8,45.7,59.3,0,0,3,3,8,4,71.0,71.7,4,55.6,0.5527,0.3,0.6129,1
7.17,53.5,61.9,0,0,2,1,6,5,65.7,25.7,0,65.6,0.647,0.16,0.5772,1
7.53,96.6,72.0,0,2,2,4,6,5,53.5,56.9,0,33.4,0.7982,0.6133,0.5406,1
6.39,58.9,48.0,1,0,3,4,7,9,70.5,57.6,1,36.7,0.5866,0.34,0.7814,1
7.23,89.1,70.9,2,1,0,1,6,5,20.0,76.1,0,84.2,0.7616,0.2067,0.44,0
5.44,60.8,58.2,0,2,2,5,4,4,38.5,45.7,2,47.6,0.5694,0.6533,0.3954,1
8.75,69.8,79.1,0,1,2,3,7,4,49.7,37.3,0,73.3,0.8099,0.4067,0.519,1
6.45,79.5,75.1,1,0,3,0,4,5,79.1,69.2,1,98.0,0.709,0.18,0.5573,0
9.43,62.2,73.4,0,1,2,0,6,2,32.0,54.7,0,59.3,0.8106,0.2867,0.3559,1
7.16,91.1,47.1,1,1,3,2,5,4,57.4,44.4,1,39.5,0.7038,0.4267,0.4821,0
8.33,72.9,66.7,1,0,0,3,7,2,63.7,50.6,0,57.3,0.7655,0.12,0.4811,0
7.14,77.5,52.7,0,2,1,1,6,3,62.5,31.0,0,51.6,0.6826,0.4333,0.4874,1
7.17,68.8,67.5,1,0,1,1,3,6,56.2,57.9,2,56.2,0.6991,0.1,0.4987,0
6.56,79.9,40.0,1,3,1,2,9,5,46.8,49.8,3,67.9,0.6276,0.64,0.6105,1
7.33,90.9,48.0,0,0,1,1,7,3,53.6,64.1,1,70.0,0.7138,0.1,0.4907,0
7.55,70.4,83.5,0,0,2,0,4,4,75.5,51.5,1,18.9,0.7622,0.12,0.5066,0
6.34,92.8,72.8,0,1,2,1,3,4,45.6,55.6,2,76.4,0.7308,0.3267,0.3868,1
7.06,64.7,63.4,1,0,2,3,7,5,20.0,47.3,2,59.9,0.6733,0.24,0.47,0
6.53,81.2,56.2,1,0,2,0,3,1,66.4,50.7,1,44.7,0.6698,0.12,0.3292,0
9.73,77.9,53.9,0,0,3,2,6,2,84.9,35.8,1,68.2,0.8159,0.26,0.5148,1
7.1,59.2,70.6,0,2,1,2,7,2,39.1,72.5,2,36.1,0.6795,0.4733,0.4072,1
8.9,74.6,63.5,0,0,2,4,4,3,82.5,54.3,1,36.9,0.7902,0.28,0.4875,1
6.98,72.1,88.1,0,1,0,5,4,3,67.4,21.2,1,74.1,0.7497,0.3667,0.4421,1
7.49,61.8,65.6,0,1,0,4,4,2,37.2,28.0,0,56.2,0.6927,0.3267,0.3116,0
5.75,76.3,68.8,0,1,2,2,3,6,45.3,72.6,2,83.2,0.65,0.3667,0.466,0
6.71,73.8,49.9,0,0,3,0,5,8,44.5,54.3,1,42.6,0.6447,0.18,0.6036,0
7.43,71.1,63.3,1,0,1,1,6,6,61.0,54.7,1,60.2,0.7077,0.1,0.6031,1
8.94,71.2,70.3,1,3,2,1,6,3,54.7,55.0,1,62.0,0.8009,0.66,0.4642,1
7.44,70.9,63.2,0,1,1,0,4,5,77.9,63.3,1,62.3,0.7074,0.2267,0.5537,1
8.72,67.6,61.7,1,2,1,0,7,4,73.3,81.0,1,66.2,0.7593,0.3933,0.5899,1
7.9,73.7,72.2,0,1,3,1,3,3,30.2,62.6,1,63.3,0.7601,0.3867,0.3006,1
8.99,64.3,87.7,0,2,2,1,7,7,32.5,60.2,0,55.3,0.8294,0.4933,0.5874,1
7.14,100.0,69.9,4,3,3,2,2,9,69.1,45.3,2,20.1,0.7815,0.76,0.6272,1
9.83,55.1,82.9,0,1,3,4,8,2,48.7,28.8,0,70.6,0.8364,0.5067,0.4662,1
6.67,65.0,76.1,0,2,2,1,4,7,54.9,63.1,4,15.0,0.686,0.4933,0.5646,1
6.36,65.9,82.1,0,0,1,0,6,3,67.8,64.4,4,32.8,0.6879,0.06,0.5035,0
5.87,96.5,60.1,1,0,3,2,6,4,73.5,73.7,3,42.3,0.6848,0.26,0.5604,1
9.76,56.2,65.3,0,1,3,1,3,5,35.8,84.1,0,71.3,0.7919,0.3867,0.3974,1
8.1,77.1,65.4,3,1,2,4,7,8,20.0,35.3,0,51.0,0.7613,0.4467,0.59,1
6.83,75.0,75.1,0,0,2,1,4,5,56.0,44.6,1,88.7,0.7168,0.16,0.4879,0
8.57,76.0,78.3,0,1,2,1,4,5,42.6,66.4,0,30.0,0.8145,0.3267,0.4478,1
7.96,86.8,69.6,0,1,1,2,4,6,59.2,55.0,3,35.2,0.789,0.3067,0.5376,1
9.36,86.6,79.4,1,2,2,1,8,7,56.4,79.5,2,15.0,0.8831,0.4933,0.6892,1
5.5,66.6,60.7,0,0,1,2,3,6,40.4,51.7,3,34.4,0.593,0.14,0.4513,0
6.91,74.3,79.5,3,0,1,0,6,7,95.6,89.0,4,43.6,0.73,0.06,0.7467,0
6.69,49.6,81.2,2,1,2,1,4,3,58.3,56.0,3,81.4,0.6617,0.3267,0.4149,0
5.03,73.2,76.8,0,1,2,0,7,1,47.7,82.7,0,73.8,0.6264,0.2867,0.393,0
8.37,62.5,69.7,0,2,3,3,9,8,59.8,20.0,4,59.3,0.7489,0.6333,0.7695,1
6.9,69.8,77.3,0,0,2,1,4,2,67.5,63.3,0,49.4,0.7127,0.16,0.4026,0
8.01,51.8,56.4,1,0,3,0,5,3,46.6,55.4,2,68.8,0.6711,0.18,0.4098,0
9.8,76.9,70.6,1,2,1,2,4,4,99.8,20.0,2,77.9,0.8584,0.4733,0.5793,1
6.81,51.6,71.9,0,0,2,2,7,3,30.6,54.7,0,43.4,0.6494,0.2,0.4218,0
6.74,73.8,50.7,3,1,1,1,5,3,31.8,34.0,1,45.1,0.6481,0.2667,0.3655,0
7.33,57.3,74.2,0,0,2,4,7,5,29.2,46.2,1,47.2,0.6952,0.28,0.4976,1
8.29,61.8,51.8,2,0,2,2,4,5,58.1,60.2,1,23.8,0.6982,0.2,0.4942,0
6.58,85.9,62.4,2,2,1,4,9,6,66.5,52.9,2,76.8,0.6996,0.5533,0.7095,1
6.51,79.1,68.5,0,0,4,1,1,6,52.1,61.1,0,44.5,0.6942,0.28,0.4262,1
8.36,85.8,58.5,0,0,2,2,6,4,66.5,57.7,1,49.8,0.7789,0.2,0.5394,1
7.62,90.7,69.1,0,1,2,1,5,4,66.2,95.0,2,81.2,0.7803,0.3267,0.5087,1
4.95,62.7,68.9,2,0,2,1,5,7,51.5,59.4,0,45.3,0.5765,0.16,0.5845,0
5.85,90.0,57.3,0,0,3,0,6,3,65.7,56.9,2,77.8,0.6609,0.18,0.4971,0
8.85,54.4,75.4,2,1,2,1,5,3,54.5,62.2,1,23.5,0.7671,0.3267,0.4334,0
7.64,81.0,58.1,0,0,1,3,5,6,50.6,54.6,3,65.1,0.7297,0.18,0.5419,1
6.36,66.1,97.7,0,1,4,3,6,4,49.0,28.1,4,47.0,0.7276,0.5267,0.4871,1
7.01,60.8,66.6,2,0,2,0,8,3,62.2,66.8,2,26.6,0.6692,0.12,0.5466,0
7.21,79.4,52.8,0,0,2,0,1,4,79.9,76.9,1,34.6,0.6911,0.12,0.4298,0
8.01,83.3,55.2,1,0,2,0,8,7,36.3,81.4,1,57.5,0.7468,0.12,0.6289,1
5.71,83.0,82.9,0,2,1,2,10,6,49.4,66.7,1,37.7,0.7,0.4733,0.6881,1
6.27,74.6,62.7,0,0,3,1,2,5,60.9,50.4,2,61.9,0.6569,0.22,0.4428,1
7.5,73.6,50.3,0,2,2,3,5,2,89.6,59.5,1,41.6,0.6846,0.5733,0.4989,1
7.09,78.3,79.1,0,0,3,0,7,5,65.8,85.4,0,25.9,0.7481,0.18,0.6073,1
7.83,75.6,62.6,1,0,1,2,7,4,43.4,51.2,1,72.5,0.7371,0.14,0.5001,0
5.85,78.5,76.5,0,1,3,3,8,3,41.4,34.7,1,60.3,0.6799,0.4667,0.4841,1
7.59,74.4,80.2,0,0,4,0,6,3,75.7,92.6,2,22.5,0.7662,0.24,0.5272,1
8.4,82.1,71.6,0,1,5,3,1,6,52.4,37.7,0,66.8,0.8042,0.5867,0.4271,1
7.74,52.5,99.1,1,2,3,4,7,7,35.8,28.3,1,57.2,0.7658,0.6733,0.5975,1
7.35,70.4,45.6,2,2,3,2,6,2,76.2,60.4,0,47.2,0.6577,0.5933,0.4887,0
7.09,55.4,57.4,1,1,2,1,8,3,63.5,61.9,1,47.9,0.6366,0.3267,0.5506,0
6.28,75.3,64.7,4,1,1,2,2,6,36.5,62.8,1,79.1,0.6641,0.3067,0.4095,0
7.12,91.7,97.4,0,0,2,1,3,4,33.9,69.9,1,60.7,0.8288,0.16,0.3516,1
8.59,66.3,91.4,0,1,2,4,5,6,20.0,52.3,2,80.0,0.8235,0.4467,0.45,1
7.07,73.5,84.8,0,0,0,2,7,4,46.8,52.5,2,63.6,0.7492,0.08,0.5104,0
6.22,81.1,57.7,0,0,2,3,8,6,63.5,45.3,1,59.2,0.6579,0.24,0.6704,1
6.66,47.2,59.2,1,1,1,2,4,2,75.3,57.3,1,41.4,0.5989,0.3067,0.4259,0
7.42,65.7,57.2,1,0,2,1,4,6,65.6,64.2,1,57.8,0.6785,0.16,0.5569,0
6.79,76.4,57.8,0,1,2,2,10,1,34.5,70.4,2,73.4,0.6749,0.3667,0.4435,1
7.73,45.0,87.4,2,0,3,3,4,6,52.9,39.7,3,56.5,0.7177,0.3,0.5187,1
7.78,60.3,64.8,0,0,1,1,6,4,83.7,33.8,2,89.9,0.7015,0.1,0.5912,1
8.18,85.2,66.6,1,1,1,1,4,5,48.8,70.0,3,73.4,0.7883,0.2667,0.4663,0
8.77,84.0,78.1,0,1,2,4,6,5,71.8,46.0,1,33.4,0.8436,0.4467,0.5955,1
8.3,76.5,46.4,1,3,2,1,3,1,69.6,38.3,2,46.3,0.7219,0.66,0.3388,1
6.17,82.6,68.7,0,0,1,3,3,7,71.7,23.5,1,67.1,0.6868,0.18,0.585,0
6.21,74.6,53.7,3,0,2,0,4,5,65.8,78.9,0,27.5,0.6311,0.12,0.5173,0
7.12,78.7,64.2,3,0,4,3,4,6,71.6,59.7,1,52.9,0.7129,0.36,0.5749,0
6.7,68.2,60.4,0,0,3,2,4,3,31.3,64.3,1,38.2,0.6567,0.26,0.334,0
5.95,73.4,59.7,0,0,1,0,6,5,85.3,62.4,2,55.7,0.6301,0.06,0.6358,0
6.71,64.4,70.9,1,1,1,0,8,2,25.5,58.6,2,38.4,0.6741,0.2267,0.3964,0
6.68,87.2,70.9,1,0,2,1,4,5,63.6,54.6,3,74.0,0.729,0.16,0.5108,0
6.46,90.3,65.1,0,2,2,2,3,3,57.1,53.8,2,45.8,0.7116,0.5333,0.3814,1
6.85,88.6,72.8,1,1,5,1,5,10,46.7,38.4,1,67.0,0.7461,0.5067,0.6902,1
8.5,67.1,56.7,2,1,1,1,3,6,40.4,25.0,0,28.1,0.7343,0.2667,0.4513,0
7.42,60.6,76.9,1,0,2,2,2,7,67.9,93.2,0,49.5,0.7145,0.2,0.5437,0
9.92,87.3,65.3,0,0,5,4,7,4,72.4,55.6,0,32.0,0.8776,0.46,0.5873,1
7.39,78.5,61.7,2,0,1,0,5,5,56.1,47.6,0,76.5,0.72,0.06,0.5184,0
6.88,75.9,57.7,0,1,5,2,5,6,52.8,41.4,3,41.1,0.6781,0.5467,0.5484,1
7.2,64.4,64.9,0,1,2,4,2,2,81.1,72.8,2,53.4,0.6834,0.4467,0.3832,0
